% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.026	1	4	3	7	1	0	19
0.026	1	7	3	7	2	0	19
0.026	1	9	3	7	3	0	19
0.026	1	5	3	7	4	0	19
0.027	1	4	3	8	1	0	19
0.027	1	7	3	8	2	0	19
0.027	1	9	3	8	3	0	19
0.027	1	5	3	8	4	0	19
0.028	1	4	3	9	1	0	19
0.028	1	7	3	9	2	0	19
0.028	1	9	3	9	3	0	19
0.028	1	5	3	9	4	0	19
0.029	1	4	3	10	1	0	19
0.029	1	7	3	10	2	0	19
0.03	1	9	4	1	3	0	19
0.03	1	5	4	1	4	0	19
0.03	1	4	4	1	1	0	19
0.03	1	7	4	1	2	0	19
0.031	1	9	4	2	3	0	7
0.031	1	5	4	2	4	0	7
0.031	1	10	4	2	9	0	7
0.031	1	2	4	2	10	0	7
0.031	1	8	4	2	11	0	7
0.031	1	6	4	2	12	0	7
0.031	1	4	4	2	1	0	7
0.031	1	7	4	2	2	0	7
0.032	1	9	4	3	3	0	7
0.032	1	5	4	3	4	0	7
0.032	1	10	4	3	9	0	7
0.032	1	2	4	3	10	0	7
0.032	1	8	4	3	11	0	7
0.032	1	6	4	3	12	0	7
0.032	1	4	4	3	1	0	7
0.032	1	7	4	3	2	0	7
0.033	1	9	4	4	3	2	18
0.033	1	5	4	4	4	2	18
0.033	1	10	4	4	9	0	7
0.033	1	2	4	4	10	0	7
0.033	1	8	4	4	11	0	7
0.033	1	6	4	4	12	0	7
0.033	1	7	4	4	2	0	7
0.034	1	9	4	5	3	2	18
0.034	1	5	4	5	4	2	18
0.034	1	10	4	5	9	0	7
0.034	1	2	4	5	10	0	7
0.034	1	8	4	5	11	0	7
0.034	1	6	4	5	12	0	7
0.034	1	7	4	5	2	0	7
0.035	1	9	4	6	3	2	18
0.035	1	5	4	6	4	2	18
0.035	1	10	4	6	9	0	7
0.035	1	2	4	6	10	0	7
0.035	1	8	4	6	11	0	7
0.035	1	6	4	6	12	0	7
0.035	1	7	4	6	2	0	7
0.036	1	9	4	7	3	2	18
0.036	1	5	4	7	4	2	18
0.036	1	10	4	7	9	0	7
0.036	1	2	4	7	10	0	7
0.036	1	8	4	7	11	0	7
0.036	1	6	4	7	12	0	7
0.037	1	9	4	8	3	4	26
0.037	1	5	4	8	4	2	18
0.037	1	10	4	8	9	0	7
0.037	1	2	4	8	10	0	7
0.037	1	8	4	8	11	0	7
0.037	1	6	4	8	12	0	7
0.038	1	7	4	9	2	4	26
0.038	1	9	4	9	3	2	18
0.038	1	10	4	9	9	0	7
0.038	1	2	4	9	10	0	7
0.038	1	8	4	9	11	0	7
0.038	1	6	4	9	12	0	7
0.039	1	7	4	10	2	4	26
0.039	1	9	4	10	3	0	7
0.039	1	5	4	10	4	0	7
0.039	1	10	4	10	9	0	7
0.039	1	2	4	10	10	0	7
0.04	1	4	5	1	1	4	26
0.04	1	9	5	1	3	2	18
0.042	1	9	5	3	3	2	18
0.042	1	5	5	3	4	0	7
0.043	1	7	5	4	2	4	26
0.043	1	9	5	4	3	2	18
0.044	1	7	5	5	2	4	26
0.044	1	9	5	5	3	0	7
0.044	1	5	5	5	4	0	7
0.045	1	4	5	6	1	4	26
0.045	1	9	5	6	3	2	18
0.049	1	7	5	10	2	0	7
0.05	1	4	6	1	1	4	26
0.05	1	9	6	1	3	0	7
0.052	1	9	6	3	3	2	18
0.055	1	9	6	6	3	4	26
0.057	1	9	6	8	3	2	18
0.06	1	4	7	1	1	2	18
0.065	1	4	7	6	1	2	18
0.065	1	9	7	6	3	8	49
0.067	1	9	7	8	3	10	57
0.07	1	9	8	1	3	8	49
0.072	1	9	8	3	3	10	57
0.075	1	4	8	6	1	0	7
0.075	1	9	8	6	3	2	18
0.077	1	9	8	8	3	4	26
0.08	1	4	9	1	1	0	7
0.082	1	9	9	3	3	8	49
0.085	1	9	9	6	3	4	26
0.087	1	9	9	8	3	2	18
0.09	1	9	10	1	3	4	26
0.092	1	9	10	3	3	0	7
0.095	1	9	10	6	3	2	18
0.163	1	9	17	4	3	4	26
0.164	1	4	17	5	1	0	7
0.164	1	5	17	5	4	6	32
0.165	1	4	17	6	1	2	18
0.167	1	9	17	8	3	0	7
0.168	1	9	17	9	3	4	26
0.169	1	4	17	10	1	0	7
0.169	1	5	17	10	4	6	32
0.17	1	4	18	1	1	2	18
0.172	1	9	18	3	3	0	7
0.172	1	10	18	3	9	4	26
0.173	1	9	18	4	3	4	26
0.173	1	8	18	4	11	0	7
0.174	1	2	18	5	10	0	7
0.175	1	8	18	6	11	2	18
0.175	1	6	18	6	12	4	26
0.175	1	4	18	6	1	2	18
0.176	1	3	18	7	15	2	18
0.177	1	9	18	8	3	0	7
0.177	1	10	18	8	9	4	26
0.178	1	8	18	9	11	0	7
0.179	1	2	18	10	10	0	7
0.18	1	8	19	1	11	2	18
0.18	1	6	19	1	12	4	26
0.181	1	3	19	2	15	2	18
0.182	1	10	19	3	9	6	32
0.183	1	9	19	4	3	4	26
0.184	1	2	19	5	10	0	7
0.186	1	3	19	7	15	0	7
0.188	1	9	19	9	3	4	26
0.189	1	2	19	10	10	0	7
0.19	1	6	20	1	12	2	18
0.192	1	10	20	3	9	4	26
0.193	1	9	20	4	3	2	18
0.194	1	2	20	5	10	0	7
0.195	1	6	20	6	12	2	18
0.197	1	10	20	8	9	4	26
0.198	1	9	20	9	3	2	18
0.199	1	2	20	10	10	0	7
0.202	1	10	21	3	9	8	49
0.204	1	2	21	5	10	0	7
0.208	1	9	21	9	3	2	18
0.209	1	2	21	10	10	0	7
0.212	1	10	22	3	9	6	32
0.213	1	9	22	4	3	2	18
0.214	1	2	22	5	10	0	7
0.217	1	10	22	8	9	6	32
0.219	1	2	22	10	10	0	7
0.223	1	9	23	4	3	4	26
0.224	1	2	23	5	10	0	7
0.228	1	9	23	9	3	4	26
0.229	1	2	23	10	10	0	7
0.234	1	2	24	5	10	0	7
0.239	1	2	24	10	10	0	7
0.244	1	2	25	5	10	0	7
0.249	1	2	25	10	10	0	7
0.254	1	2	26	5	10	0	7
0.259	1	2	26	10	10	0	7
0.264	1	2	27	5	10	0	7
0.269	1	2	27	10	10	0	7
0.274	1	2	28	5	10	0	7
0.279	1	2	28	10	10	0	7
0.284	1	2	29	5	10	0	7
0.289	1	2	29	10	10	0	7
0.294	1	2	30	5	10	0	7
0.299	1	2	30	10	10	0	7
0.304	1	2	31	5	10	0	7
0.309	1	2	31	10	10	0	7
0.314	1	2	32	5	10	0	7
0.319	1	2	32	10	10	0	7
0.321	1	4	33	2	1	0	7
0.323	1	7	33	4	2	2	18
0.323	1	9	33	4	3	2	18
0.324	1	7	33	5	2	4	26
0.324	1	9	33	5	3	6	32
0.324	1	5	33	5	4	0	7
0.324	1	2	33	5	10	0	7
0.325	1	4	33	6	1	0	7
0.325	1	7	33	6	2	2	18
0.325	1	9	33	6	3	6	32
0.325	1	5	33	6	4	0	7
0.326	1	4	33	7	1	0	7
0.326	1	7	33	7	2	2	18
0.327	1	9	33	8	3	4	26
0.327	1	5	33	8	4	0	7
0.328	1	7	33	9	2	2	18
0.328	1	9	33	9	3	2	18
0.329	1	7	33	10	2	4	26
0.329	1	9	33	10	3	6	32
0.329	1	5	33	10	4	0	7
0.329	1	2	33	10	10	0	7
0.33	1	4	34	1	1	0	7
0.33	1	7	34	1	2	2	18
0.33	1	9	34	1	3	6	32
0.33	1	5	34	1	4	0	7
0.331	1	8	34	2	11	0	7
0.331	1	4	34	2	1	0	7
0.331	1	7	34	2	2	2	18
0.332	1	9	34	3	3	4	26
0.332	1	5	34	3	4	0	7
0.332	1	10	34	3	9	2	18
0.332	1	8	34	3	11	0	7
0.333	1	7	34	4	2	4	26
0.333	1	8	34	4	11	2	18
0.334	1	7	34	5	2	0	7
0.335	1	8	34	6	11	4	26
0.335	1	9	34	6	3	0	7
0.336	1	8	34	7	11	0	7
0.336	1	3	34	7	15	2	18
0.336	1	7	34	7	2	0	7
0.337	1	9	34	8	3	2	18
0.337	1	10	34	8	9	2	18
0.337	1	8	34	8	11	0	7
0.338	1	7	34	9	2	0	7
0.338	1	9	34	9	3	0	7
0.338	1	8	34	9	11	2	18
0.34	1	8	35	1	11	4	26
0.34	1	7	35	1	2	6	32
0.341	1	3	35	2	15	2	18
0.342	1	9	35	3	3	2	18
0.342	1	10	35	3	9	12	73
0.343	1	9	35	4	3	0	7
0.345	1	8	35	6	11	4	26
0.345	1	7	35	6	2	6	32
0.347	1	9	35	8	3	2	18
0.347	1	10	35	8	9	6	32
0.348	1	8	35	9	11	0	7
0.35	1	8	36	1	11	0	7
0.351	1	3	36	2	15	4	26
0.352	1	9	36	3	3	0	7
0.352	1	10	36	3	9	6	32
0.353	1	8	36	4	11	0	7
0.355	1	8	36	6	11	2	18
0.355	1	7	36	6	2	0	7
0.356	1	3	36	7	15	4	26
0.357	1	10	36	8	9	10	57
0.358	1	8	36	9	11	0	7
0.36	1	8	37	1	11	2	18
0.36	1	7	37	1	2	0	7
0.361	1	3	37	2	15	6	32
0.362	1	10	37	3	9	2	18
0.363	1	8	37	4	11	0	7
0.365	1	8	37	6	11	0	7
0.367	1	10	37	8	9	4	26
0.368	1	8	37	9	11	0	7
0.372	1	10	38	3	9	2	18
0.373	1	8	38	4	11	0	7
0.378	1	8	38	9	11	0	7
0.382	1	10	39	3	9	2	18
0.383	1	8	39	4	11	0	7
0.387	1	10	39	8	9	2	18
0.388	1	8	39	9	11	0	7
0.392	1	10	40	3	9	2	18
0.393	1	8	40	4	11	0	7
0.397	1	10	40	8	9	0	7
0.398	1	8	40	9	11	0	7
0.402	1	10	41	3	9	0	7
0.403	1	8	41	4	11	0	7
0.407	1	10	41	8	9	0	7
0.408	1	8	41	9	11	0	7
0.412	1	10	42	3	9	0	7
0.413	1	8	42	4	11	0	7
0.417	1	10	42	8	9	0	7
0.418	1	8	42	9	11	0	7
0.422	1	10	43	3	9	0	7
0.423	1	8	43	4	11	0	7
0.427	1	10	43	8	9	0	7
0.428	1	8	43	9	11	0	7
0.432	1	10	44	3	9	0	7
0.433	1	8	44	4	11	0	7
0.437	1	10	44	8	9	0	7
0.438	1	8	44	9	11	0	7
0.442	1	10	45	3	9	0	7
0.443	1	8	45	4	11	0	7
0.447	1	10	45	8	9	0	7
0.448	1	8	45	9	11	0	7
0.452	1	10	46	3	9	0	7
0.453	1	8	46	4	11	0	7
0.457	1	10	46	8	9	0	7
0.458	1	8	46	9	11	0	7
0.462	1	10	47	3	9	0	7
0.463	1	8	47	4	11	0	7
0.467	1	10	47	8	9	0	7
0.468	1	8	47	9	11	0	7
0.472	1	10	48	3	9	0	7
0.473	1	8	48	4	11	0	7
0.477	1	10	48	8	9	0	7
0.478	1	8	48	9	11	0	7
0.482	1	10	49	3	9	0	7
0.483	1	4	49	4	1	0	7
0.483	1	9	49	4	3	0	7
0.483	1	8	49	4	11	0	7
0.484	1	4	49	5	1	4	26
0.484	1	7	49	5	2	0	7
0.484	1	5	49	5	4	0	7
0.485	1	4	49	6	1	0	7
0.485	1	5	49	6	4	0	7
0.487	1	9	49	8	3	6	32
0.487	1	5	49	8	4	0	7
0.487	1	10	49	8	9	0	7
0.488	1	4	49	9	1	0	7
0.488	1	9	49	9	3	0	7
0.488	1	5	49	9	4	2	18
0.488	1	8	49	9	11	0	7
0.489	1	4	49	10	1	4	26
0.489	1	7	49	10	2	0	7
0.489	1	5	49	10	4	0	7
0.49	1	4	50	1	1	0	7
0.49	1	5	50	1	4	0	7
0.491	1	8	50	2	11	2	18
0.492	1	9	50	3	3	6	32
0.492	1	5	50	3	4	0	7
0.492	1	10	50	3	9	2	18
0.492	1	6	50	3	12	4	26
0.493	1	4	50	4	1	0	7
0.493	1	9	50	4	3	0	7
0.493	1	5	50	4	4	2	18
0.494	1	2	50	5	10	0	7
0.495	1	6	50	6	12	4	26
0.495	1	4	50	6	1	0	7
0.495	1	5	50	6	4	0	7
0.496	1	8	50	7	11	2	18
0.496	1	6	50	7	12	2	18
0.496	1	3	50	7	15	0	7
0.497	1	6	50	8	12	4	26
0.498	1	5	50	9	4	2	18
0.499	1	3	50	10	15	0	7
0.499	1	2	50	10	10	0	7
0.5	1	6	51	1	12	4	26
0.5	1	4	51	1	1	0	7
0.5	1	5	51	1	4	0	7
0.501	1	6	51	2	12	2	18
0.501	1	3	51	2	15	0	7
0.504	1	3	51	5	15	0	7
0.504	1	2	51	5	10	0	7
0.508	1	5	51	9	4	4	26
0.509	1	3	51	10	15	0	7
0.509	1	2	51	10	10	0	7
0.513	1	5	52	4	4	4	26
0.514	1	3	52	5	15	0	7
0.514	1	2	52	5	10	0	7
0.519	1	3	52	10	15	0	7
0.519	1	2	52	10	10	0	7
0.524	1	3	53	5	15	0	7
0.524	1	2	53	5	10	0	7
0.529	1	3	53	10	15	0	7
0.529	1	2	53	10	10	0	7
0.534	1	3	54	5	15	0	7
0.534	1	2	54	5	10	0	7
0.539	1	3	54	10	15	0	7
0.539	1	2	54	10	10	0	7
0.544	1	3	55	5	15	0	7
0.544	1	2	55	5	10	0	7
0.549	1	3	55	10	15	0	7
0.549	1	2	55	10	10	0	7
0.554	1	3	56	5	15	0	7
0.554	1	2	56	5	10	0	7
0.559	1	3	56	10	15	0	7
0.559	1	2	56	10	10	0	7
0.564	1	3	57	5	15	0	7
0.564	1	2	57	5	10	0	7
0.569	1	3	57	10	15	0	7
0.569	1	2	57	10	10	0	7
0.574	1	3	58	5	15	0	7
0.574	1	2	58	5	10	0	7
0.579	1	3	58	10	15	0	7
0.579	1	2	58	10	10	0	7
0.584	1	3	59	5	15	0	7
0.584	1	2	59	5	10	0	7
0.589	1	3	59	10	15	0	7
0.589	1	2	59	10	10	0	7
0.594	1	3	60	5	15	0	7
0.594	1	2	60	5	10	0	7
0.599	1	3	60	10	15	0	7
0.599	1	2	60	10	10	0	7
0.604	1	3	61	5	15	0	7
0.604	1	2	61	5	10	0	7
0.609	1	3	61	10	15	0	7
0.609	1	2	61	10	10	0	7
0.614	1	3	62	5	15	0	7
0.614	1	2	62	5	10	0	7
0.619	1	3	62	10	15	0	7
0.619	1	2	62	10	10	0	7
0.624	1	3	63	5	15	0	7
0.624	1	2	63	5	10	0	7
0.629	1	3	63	10	15	0	7
0.629	1	2	63	10	10	0	7
0.634	1	3	64	5	15	0	7
0.634	1	2	64	5	10	0	7
0.639	1	3	64	10	15	0	7
0.639	1	2	64	10	10	0	7
0.643	1	7	65	4	2	0	7
0.644	1	3	65	5	15	0	7
0.644	1	9	65	5	3	8	49
0.644	1	2	65	5	10	0	7
0.645	1	7	65	6	2	4	26
0.647	1	9	65	8	3	4	26
0.648	1	7	65	9	2	0	7
0.648	1	5	65	9	4	4	26
0.649	1	3	65	10	15	0	7
0.649	1	9	65	10	3	8	49
0.649	1	10	65	10	9	2	18
0.649	1	2	65	10	10	0	7
0.65	1	7	66	1	2	4	26
0.651	1	10	66	2	9	0	7
0.651	1	8	66	2	11	0	7
0.652	1	9	66	3	3	4	26
0.652	1	6	66	3	12	4	26
0.653	1	7	66	4	2	0	7
0.653	1	5	66	4	4	4	26
0.653	1	10	66	4	9	6	32
0.653	1	2	66	4	10	4	26
0.653	1	8	66	4	11	2	18
0.654	1	10	66	5	9	2	18
0.655	1	7	66	6	2	2	18
0.656	1	10	66	7	9	0	7
0.656	1	8	66	7	11	0	7
0.657	1	9	66	8	3	4	26
0.657	1	6	66	8	12	4	26
0.657	1	3	66	8	15	4	26
0.658	1	10	66	9	9	6	32
0.658	1	2	66	9	10	4	26
0.658	1	8	66	9	11	2	18
0.659	1	9	66	10	3	4	26
0.659	1	10	66	10	9	0	7
0.66	1	7	67	1	2	0	7
0.661	1	10	67	2	9	0	7
0.661	1	8	67	2	11	0	7
0.662	1	3	67	3	15	4	26
0.663	1	10	67	4	9	0	7
0.663	1	2	67	4	10	0	7
0.664	1	9	67	5	3	4	26
0.666	1	10	67	7	9	0	7
0.666	1	8	67	7	11	0	7
0.667	1	3	67	8	15	0	7
0.671	1	10	68	2	9	0	7
0.671	1	8	68	2	11	0	7
0.672	1	3	68	3	15	0	7
0.676	1	10	68	7	9	0	7
0.676	1	8	68	7	11	0	7
0.677	1	3	68	8	15	0	7
0.681	1	10	69	2	9	0	7
0.681	1	8	69	2	11	0	7
0.682	1	3	69	3	15	0	7
0.686	1	10	69	7	9	0	7
0.686	1	8	69	7	11	0	7
0.687	1	3	69	8	15	0	7
0.691	1	10	70	2	9	0	7
0.691	1	8	70	2	11	0	7
0.692	1	3	70	3	15	0	7
0.696	1	10	70	7	9	0	7
0.696	1	8	70	7	11	0	7
0.697	1	3	70	8	15	0	7
0.701	1	10	71	2	9	0	7
0.701	1	8	71	2	11	0	7
0.702	1	3	71	3	15	0	7
0.706	1	10	71	7	9	0	7
0.706	1	8	71	7	11	0	7
0.707	1	3	71	8	15	0	7
0.711	1	10	72	2	9	0	7
0.711	1	8	72	2	11	0	7
0.712	1	3	72	3	15	0	7
0.716	1	10	72	7	9	0	7
0.716	1	8	72	7	11	0	7
0.717	1	3	72	8	15	0	7
0.721	1	10	73	2	9	0	7
0.721	1	8	73	2	11	0	7
0.722	1	3	73	3	15	0	7
0.726	1	10	73	7	9	0	7
0.726	1	8	73	7	11	0	7
0.727	1	3	73	8	15	0	7
0.731	1	10	74	2	9	0	7
0.731	1	8	74	2	11	0	7
0.732	1	3	74	3	15	0	7
0.736	1	10	74	7	9	0	7
0.736	1	8	74	7	11	0	7
0.737	1	3	74	8	15	0	7
0.741	1	10	75	2	9	0	7
0.741	1	8	75	2	11	0	7
0.742	1	3	75	3	15	0	7
0.746	1	10	75	7	9	0	7
0.746	1	8	75	7	11	0	7
0.747	1	3	75	8	15	0	7
0.751	1	10	76	2	9	0	7
0.751	1	8	76	2	11	0	7
0.752	1	3	76	3	15	0	7
0.756	1	10	76	7	9	0	7
0.756	1	8	76	7	11	0	7
0.757	1	3	76	8	15	0	7
0.761	1	10	77	2	9	0	7
0.761	1	8	77	2	11	0	7
0.762	1	3	77	3	15	0	7
0.766	1	10	77	7	9	0	7
0.766	1	8	77	7	11	0	7
0.767	1	3	77	8	15	0	7
0.771	1	10	78	2	9	0	7
0.771	1	8	78	2	11	0	7
0.772	1	3	78	3	15	0	7
0.776	1	10	78	7	9	0	7
0.776	1	8	78	7	11	0	7
0.777	1	3	78	8	15	0	7
0.781	1	10	79	2	9	0	7
0.781	1	8	79	2	11	0	7
0.782	1	3	79	3	15	0	7
0.786	1	10	79	7	9	0	7
0.786	1	8	79	7	11	0	7
0.787	1	3	79	8	15	0	7
0.791	1	10	80	2	9	0	7
0.791	1	8	80	2	11	0	7
0.792	1	3	80	3	15	0	7
0.796	1	10	80	7	9	0	7
0.796	1	8	80	7	11	0	7
0.797	1	3	80	8	15	0	7
0.801	1	10	81	2	9	0	7
0.801	1	8	81	2	11	0	7
0.802	1	3	81	3	15	0	7
0.804	1	7	81	5	2	2	18
0.805	1	4	81	6	1	2	18
0.805	1	7	81	6	2	4	26
0.805	1	5	81	6	4	0	7
0.806	1	10	81	7	9	0	7
0.806	1	8	81	7	11	0	7
0.806	1	7	81	7	2	2	18
0.807	1	9	81	8	3	2	18
0.807	1	5	81	8	4	0	7
0.807	1	3	81	8	15	0	7
0.808	1	5	81	9	4	2	18
0.809	1	7	81	10	2	2	18
0.809	1	10	81	10	9	4	26
0.81	1	4	82	1	1	2	18
0.81	1	7	82	1	2	4	26
0.81	1	5	82	1	4	0	7
0.811	1	10	82	2	9	0	7
0.811	1	8	82	2	11	4	26
0.811	1	7	82	2	2	2	18
0.812	1	9	82	3	3	2	18
0.812	1	5	82	3	4	0	7
0.812	1	3	82	3	15	0	7
0.813	1	5	82	4	4	2	18
0.813	1	10	82	4	9	10	57
0.813	1	8	82	4	11	2	18
0.813	1	6	82	4	12	4	26
0.814	1	7	82	5	2	2	18
0.814	1	10	82	5	9	4	26
0.815	1	8	82	6	11	4	26
0.815	1	6	82	6	12	0	7
0.815	1	3	82	6	15	2	18
0.815	1	4	82	6	1	2	18
0.815	1	7	82	6	2	6	32
0.816	1	6	82	7	12	6	32
0.816	1	3	82	7	15	2	18
0.816	1	1	82	7	16	2	18
0.816	1	7	82	7	2	4	26
0.818	1	5	82	9	4	2	18
0.818	1	10	82	9	9	10	57
0.818	1	8	82	9	11	2	18
0.818	1	6	82	9	12	4	26
0.819	1	10	82	10	9	2	18
0.82	1	8	83	1	11	4	26
0.82	1	6	83	1	12	0	7
0.82	1	3	83	1	15	2	18
0.82	1	7	83	1	2	4	26
0.821	1	8	83	2	11	0	7
0.821	1	6	83	2	12	6	32
0.821	1	3	83	2	15	2	18
0.821	1	1	83	2	16	2	18
0.821	1	7	83	2	2	6	32
0.823	1	10	83	4	9	6	32
0.823	1	8	83	4	11	6	32
0.823	1	6	83	4	12	2	18
0.824	1	10	83	5	9	0	7
0.825	1	8	83	6	11	0	7
0.826	1	8	83	7	11	0	7
0.826	1	3	83	7	15	0	7
0.826	1	7	83	7	2	0	7
0.828	1	8	83	9	11	6	32
0.829	1	10	83	10	9	4	26
0.83	1	8	84	1	11	2	18
0.83	1	7	84	1	2	4	26
0.831	1	6	84	2	12	0	7
0.831	1	3	84	2	15	2	18
0.833	1	10	84	4	9	2	18
0.834	1	10	84	5	9	4	26
0.835	1	8	84	6	11	2	18
0.835	1	7	84	6	2	4	26
0.836	1	6	84	7	12	0	7
0.836	1	3	84	7	15	2	18
0.838	1	10	84	9	9	2	18
0.839	1	10	84	10	9	2	18
0.84	1	7	85	1	2	6	32
0.841	1	3	85	2	15	4	26
0.843	1	10	85	4	9	6	32
0.844	1	10	85	5	9	6	32
0.846	1	3	85	7	15	0	7
0.848	1	10	85	9	9	2	18
0.849	1	10	85	10	9	0	7
0.85	1	7	86	1	2	0	7
0.855	1	7	86	6	2	0	7
0.858	1	10	86	9	9	0	7
0.86	1	7	87	1	2	0	7
0.863	1	10	87	4	9	0	7
0.865	1	7	87	6	2	0	7
0.868	1	10	87	9	9	0	7
0.87	1	7	88	1	2	0	7
0.873	1	10	88	4	9	0	7
0.875	1	7	88	6	2	0	7
0.878	1	10	88	9	9	0	7
0.88	1	7	89	1	2	0	7
0.883	1	10	89	4	9	0	7
0.885	1	7	89	6	2	0	7
0.888	1	10	89	9	9	0	7
0.89	1	7	90	1	2	0	7
0.893	1	10	90	4	9	0	7
0.895	1	7	90	6	2	0	7
0.898	1	10	90	9	9	0	7
0.9	1	7	91	1	2	0	7
0.903	1	10	91	4	9	0	7
0.905	1	7	91	6	2	0	7
0.908	1	10	91	9	9	0	7
0.91	1	7	92	1	2	0	7
0.913	1	10	92	4	9	0	7
0.915	1	7	92	6	2	0	7
0.918	1	10	92	9	9	0	7
0.92	1	7	93	1	2	0	7
0.923	1	10	93	4	9	0	7
0.925	1	7	93	6	2	0	7
0.928	1	10	93	9	9	0	7
0.93	1	7	94	1	2	0	7
0.933	1	10	94	4	9	0	7
0.935	1	7	94	6	2	0	7
0.938	1	10	94	9	9	0	7
0.94	1	7	95	1	2	0	7
0.943	1	10	95	4	9	0	7
0.945	1	7	95	6	2	0	7
0.948	1	10	95	9	9	0	7
0.95	1	7	96	1	2	0	7
0.953	1	10	96	4	9	0	7
0.955	1	7	96	6	2	0	7
0.958	1	10	96	9	9	0	7
0.96	1	7	97	1	2	0	7
0.961	1	4	97	2	1	6	32
0.963	1	7	97	4	2	2	18
0.963	1	9	97	4	3	2	18
0.963	1	10	97	4	9	0	7
0.964	1	4	97	5	1	2	18
0.964	1	9	97	5	3	4	26
0.964	1	5	97	5	4	0	7
0.966	1	4	97	7	1	6	32
0.966	1	7	97	7	2	0	7
0.967	1	9	97	8	3	6	32
0.968	1	7	97	9	2	2	18
0.968	1	9	97	9	3	2	18
0.968	1	10	97	9	9	0	7
0.969	1	4	97	10	1	2	18
0.969	1	9	97	10	3	4	26
0.969	1	5	97	10	4	0	7
0.971	1	10	98	2	9	2	18
0.971	1	7	98	2	2	0	7
0.972	1	9	98	3	3	6	32
0.972	1	8	98	3	11	0	7
0.973	1	7	98	4	2	4	26
0.973	1	9	98	4	3	2	18
0.973	1	8	98	4	11	4	26
0.973	1	6	98	4	12	0	7
0.974	1	9	98	5	3	0	7
0.975	1	8	98	6	11	0	7
0.975	1	6	98	6	12	0	7
0.976	1	10	98	7	9	2	18
0.977	1	8	98	8	11	0	7
0.978	1	7	98	9	2	4	26
0.978	1	9	98	9	3	2	18
0.978	1	8	98	9	11	4	26
0.978	1	6	98	9	12	0	7
0.98	1	8	99	1	11	0	7
0.98	1	6	99	1	12	0	7
0.981	1	10	99	2	9	4	26
0.982	1	9	99	3	3	4	26
0.983	1	9	99	4	3	4	26
0.985	1	8	99	6	11	0	7
0.985	1	6	99	6	12	0	7
0.986	1	10	99	7	9	2	18
0.987	1	9	99	8	3	4	26
0.99	1	8	100	1	11	0	7
0.99	1	6	100	1	12	0	7
0.991	1	10	100	2	9	4	26
0.992	1	9	100	3	3	0	7
0.993	1	9	100	4	3	0	7
0.995	1	8	100	6	11	0	7
0.995	1	6	100	6	12	0	7
0.996	1	10	100	7	9	2	18
0.998	1	9	100	9	3	0	7
1	1	8	101	1	11	0	7
1	1	6	101	1	12	0	7
1.001	1	10	101	2	9	0	7
1.003	1	9	101	4	3	0	7
1.005	1	8	101	6	11	0	7
1.005	1	6	101	6	12	0	7
1.006	1	10	101	7	9	0	7
1.008	1	9	101	9	3	0	7
1.01	1	8	102	1	11	0	7
1.01	1	6	102	1	12	0	7
1.011	1	10	102	2	9	0	7
1.013	1	9	102	4	3	0	7
1.015	1	8	102	6	11	0	7
1.015	1	6	102	6	12	0	7
1.016	1	10	102	7	9	0	7
1.018	1	9	102	9	3	0	7
1.02	1	8	103	1	11	0	7
1.02	1	6	103	1	12	0	7
1.021	1	10	103	2	9	0	7
1.023	1	9	103	4	3	0	7
1.025	1	8	103	6	11	0	7
1.025	1	6	103	6	12	0	7
1.026	1	10	103	7	9	0	7
1.028	1	9	103	9	3	0	7
1.03	1	8	104	1	11	0	7
1.03	1	6	104	1	12	0	7
1.031	1	10	104	2	9	0	7
1.033	1	9	104	4	3	0	7
1.035	1	8	104	6	11	0	7
1.035	1	6	104	6	12	0	7
1.036	1	10	104	7	9	0	7
1.038	1	9	104	9	3	0	7
1.04	1	8	105	1	11	0	7
1.04	1	6	105	1	12	0	7
1.041	1	10	105	2	9	0	7
1.043	1	9	105	4	3	0	7
1.045	1	8	105	6	11	0	7
1.045	1	6	105	6	12	0	7
1.046	1	10	105	7	9	0	7
1.048	1	9	105	9	3	0	7
1.05	1	8	106	1	11	0	7
1.05	1	6	106	1	12	0	7
1.051	1	10	106	2	9	0	7
1.053	1	9	106	4	3	0	7
1.055	1	8	106	6	11	0	7
1.055	1	6	106	6	12	0	7
1.056	1	10	106	7	9	0	7
1.058	1	9	106	9	3	0	7
1.06	1	8	107	1	11	0	7
1.06	1	6	107	1	12	0	7
1.061	1	10	107	2	9	0	7
1.063	1	9	107	4	3	0	7
1.065	1	8	107	6	11	0	7
1.065	1	6	107	6	12	0	7
1.066	1	10	107	7	9	0	7
1.068	1	9	107	9	3	0	7
1.07	1	8	108	1	11	0	7
1.07	1	6	108	1	12	0	7
1.071	1	10	108	2	9	0	7
1.073	1	9	108	4	3	0	7
1.075	1	8	108	6	11	0	7
1.075	1	6	108	6	12	0	7
1.076	1	10	108	7	9	0	7
1.078	1	9	108	9	3	0	7
1.08	1	8	109	1	11	0	7
1.08	1	6	109	1	12	0	7
1.081	1	10	109	2	9	0	7
1.083	1	9	109	4	3	0	7
1.085	1	8	109	6	11	0	7
1.085	1	6	109	6	12	0	7
1.086	1	10	109	7	9	0	7
1.088	1	9	109	9	3	0	7
1.09	1	8	110	1	11	0	7
1.09	1	6	110	1	12	0	7
